2단계　,,3단계　,,4단계　,,등급
산부인과,K,성폭행,I,의식변화(GCS 9-13),AF,2
산부인과,K,성폭행,I,"열,면역억제 상태",AG,2
산부인과,K,성폭행,I,"<3 개월, T<36℃ 또는  ≥38℃",AH,2
산부인과,K,성폭행,I,"3-36 개월, T<32℃ 또는  ≥38℃, 그리고 아파보임",AI,2
산부인과,K,성폭행,I,경증 호흡곤란,AJ,3
산부인과,K,성폭행,I,정상 범위 밖의 활력징후,AK,3
산부인과,K,성폭행,I,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AL,3
산부인과,K,성폭행,I,">36 개월, T≥38℃, 그리고  아파 보임",AM,3
산부인과,K,성폭행,I,">36 개월, T≥38℃, 그리고  건강해 보임",AN,4
산부인과,K,성폭행,I,급성 중증 통증(8-10),BA,2
산부인과,K,성폭행,I,급성 중등도 통증(4-7),BB,3
산부인과,K,성폭행,I,급성 경증 통증(<4),BC,4
산부인과,K,성폭행,I,<2시간,CA,2
산부인과,K,성폭행,I,≥ 2시간 또는 <12시간,CB,3
산부인과,K,성폭행,I,"≥ 12시간, 손상없음",CC,4
비뇨기과,L,옆구리 통증,A,중증 호흡곤란,AA,1
비뇨기과,L,옆구리 통증,A,쇼크,AB,1
비뇨기과,L,옆구리 통증,A,무의식(GCS 3-8),AC,1
비뇨기과,L,옆구리 통증,A,중등도 호흡곤란,AD,2
비뇨기과,L,옆구리 통증,A,혈역학적 장애,AE,2
비뇨기과,L,옆구리 통증,A,의식변화(GCS 9-13),AF,2
비뇨기과,L,옆구리 통증,A,"열,면역억제 상태",AG,2
비뇨기과,L,옆구리 통증,A,"<3 개월, T<36℃ 또는  ≥38℃",AH,2
비뇨기과,L,옆구리 통증,A,"3-36 개월, T<32℃ 또는  ≥38℃, 그리고 아파보임",AI,2
비뇨기과,L,옆구리 통증,A,경증 호흡곤란,AJ,3
비뇨기과,L,옆구리 통증,A,정상 범위 밖의 활력징후,AK,3
비뇨기과,L,옆구리 통증,A,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AL,3
비뇨기과,L,옆구리 통증,A,">36 개월, T≥38℃, 그리고  아파 보임",AM,3
비뇨기과,L,옆구리 통증,A,">36 개월, T≥38℃, 그리고  건강해 보임",AN,4
비뇨기과,L,옆구리 통증,A,급성 중증 통증(8-10),BA,2
비뇨기과,L,옆구리 통증,A,급성 중등도 통증(4-7),BB,3
비뇨기과,L,옆구리 통증,A,만성 중증 통증(8-10),BC,3
비뇨기과,L,옆구리 통증,A,급성 경증 통증(<4),BD,4
비뇨기과,L,옆구리 통증,A,만성 중등도 통증(4-7),BE,4
비뇨기과,L,옆구리 통증,A,만성 경증 통증(<4),BF,5
비뇨기과,L,혈뇨,B,중증 호흡곤란,AA,1
비뇨기과,L,혈뇨,B,쇼크,AB,1
비뇨기과,L,혈뇨,B,무의식(GCS 3-8),AC,1
비뇨기과,L,혈뇨,B,중등도 호흡곤란,AD,2
비뇨기과,L,혈뇨,B,혈역학적 장애,AE,2
비뇨기과,L,혈뇨,B,의식변화(GCS 9-13),AF,2
비뇨기과,L,혈뇨,B,"열,면역억제 상태",AG,2
비뇨기과,L,혈뇨,B,"<3 개월, T<36℃ 또는  ≥38℃",AH,2
비뇨기과,L,혈뇨,B,"3-36 개월, T<32℃ 또는  ≥38℃, 그리고 아파보임",AI,2
비뇨기과,L,혈뇨,B,경증 호흡곤란,AJ,3
비뇨기과,L,혈뇨,B,정상 범위 밖의 활력징후,AK,3
비뇨기과,L,혈뇨,B,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AL,3
비뇨기과,L,혈뇨,B,">36 개월, T≥38℃, 그리고  아파 보임",AM,3
비뇨기과,L,혈뇨,B,">36 개월, T≥38℃, 그리고  건강해 보임",AN,4
비뇨기과,L,혈뇨,B,급성 중증 통증(8-10),BA,2
비뇨기과,L,혈뇨,B,출혈성 질환(생명이나 사지에 위급한  출혈),BB,2
비뇨기과,L,혈뇨,B,급성 중등도 통증(4-7),BC,3
비뇨기과,L,혈뇨,B,만성 중증 통증(8-10),BD,3
비뇨기과,L,혈뇨,B,출혈성 질환(중등도나 경증의 출혈),BE,3
비뇨기과,L,혈뇨,B,급성 경증 통증(<4),BF,4
비뇨기과,L,혈뇨,B,만성 중등도 통증(4-7),BG,4
비뇨기과,L,혈뇨,B,만성 경증 통증(<4),BH,5
비뇨기과,L,생식기의 분비물/환부,C,경증 호흡곤란,AA,3
비뇨기과,L,생식기의 분비물/환부,C,정상 범위 밖의 활력징후,AB,3
비뇨기과,L,생식기의 분비물/환부,C,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AC,3
비뇨기과,L,생식기의 분비물/환부,C,">36 개월, T≥38℃, 그리고  아파 보임",AD,3
비뇨기과,L,생식기의 분비물/환부,C,">36 개월, T≥38℃, 그리고  건강해 보임",AE,4
비뇨기과,L,생식기의 분비물/환부,C,급성 중증 통증(8-10),BA,2
비뇨기과,L,생식기의 분비물/환부,C,급성 중등도 통증(4-7),BB,3
비뇨기과,L,생식기의 분비물/환부,C,만성 중증 통증(8-10),BC,3
비뇨기과,L,생식기의 분비물/환부,C,급성 경증 통증(<4),BD,4
비뇨기과,L,생식기의 분비물/환부,C,만성 중등도 통증(4-7),BE,4
비뇨기과,L,생식기의 분비물/환부,C,만성 경증 통증(<4),BF,5
비뇨기과,L,생식기의 분비물/환부,C,생식기의 분비물/피부병변,CA,5
비뇨기과,L,음경부종,D,중등도 호흡곤란,AA,2
비뇨기과,L,음경부종,D,혈역학적 장애,AB,2
비뇨기과,L,음경부종,D,의식변화(GCS 9-13),AC,2
비뇨기과,L,음경부종,D,"열,면역억제 상태",AD,2
비뇨기과,L,음경부종,D,"<3 개월, T<36℃ 또는  ≥38℃",AE,2
비뇨기과,L,음경부종,D,"3-36 개월, T<32℃ 또는  ≥38℃, 그리고 아파보임",AF,2
비뇨기과,L,음경부종,D,경증 호흡곤란,AG,3
비뇨기과,L,음경부종,D,정상 범위 밖의 활력징후,AH,3
비뇨기과,L,음경부종,D,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AI,3
비뇨기과,L,음경부종,D,">36 개월, T≥38℃, 그리고  아파 보임",AJ,3
비뇨기과,L,음경부종,D,">36 개월, T≥38℃, 그리고  건강해 보임",AK,4
비뇨기과,L,음경부종,D,급성 중증 통증(8-10),BA,2
비뇨기과,L,음경부종,D,급성 중등도 통증(4-7),BB,3
비뇨기과,L,음경부종,D,만성 중증 통증(8-10),BC,3
비뇨기과,L,음경부종,D,급성 경증 통증(<4),BD,4
비뇨기과,L,음경부종,D,만성 중등도 통증(4-7),BE,4
비뇨기과,L,음경부종,D,만성 경증 통증(<4),BF,5
비뇨기과,L,음경부종,D,지속발기증,CA,2
비뇨기과,L,음경부종,D,"감돈포경(안으로 말린 음경꺼풀,  정복되지 않음)",CB,2
비뇨기과,L,음경부종,D,"음경 부종, 만성 경증  통증(<4)",CC,5
비뇨기과,L,고환통증/부종,E,중등도 호흡곤란,AA,2
비뇨기과,L,고환통증/부종,E,혈역학적 장애,AB,2
비뇨기과,L,고환통증/부종,E,의식변화(GCS 9-13),AC,2
비뇨기과,L,고환통증/부종,E,"열,면역억제 상태",AD,2
비뇨기과,L,고환통증/부종,E,"<3 개월, T<36℃ 또는  ≥38℃",AE,2
비뇨기과,L,고환통증/부종,E,"3-36 개월, T<32℃ 또는  ≥38℃, 그리고 아파보임",AF,2
비뇨기과,L,고환통증/부종,E,경증 호흡곤란,AG,3
비뇨기과,L,고환통증/부종,E,정상 범위 밖의 활력징후,AH,3
비뇨기과,L,고환통증/부종,E,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AI,3
비뇨기과,L,고환통증/부종,E,">36 개월, T≥38℃, 그리고  아파 보임",AJ,3
비뇨기과,L,고환통증/부종,E,">36 개월, T≥38℃, 그리고  건강해 보임",AK,4
비뇨기과,L,고환통증/부종,E,급성 중증 통증(8-10),BA,2
비뇨기과,L,고환통증/부종,E,급성 중등도 통증(4-7),BB,3
비뇨기과,L,고환통증/부종,E,만성 중증 통증(8-10),BC,3
비뇨기과,L,고환통증/부종,E,급성 경증 통증(<4),BD,4
비뇨기과,L,고환통증/부종,E,만성 중등도 통증(4-7),BE,4
비뇨기과,L,고환통증/부종,E,만성 경증 통증(<4),BF,5
비뇨기과,L,고환통증/부종,E,고환 통증/부종,CA,5
비뇨기과,L,소변 배출장애,F,"열,면역억제 상태",AA,2
비뇨기과,L,소변 배출장애,F,"<3 개월, T<36℃ 또는  ≥38℃",AB,2
비뇨기과,L,소변 배출장애,F,"3-36 개월, T<32℃ 또는  ≥38℃, 그리고 아파보임",AC,2
비뇨기과,L,소변 배출장애,F,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AD,3
비뇨기과,L,소변 배출장애,F,">36 개월, T≥38℃, 그리고  아파 보임",AE,3
비뇨기과,L,소변 배출장애,F,">36 개월, T≥38℃, 그리고  건강해 보임",AF,4
비뇨기과,L,소변 배출장애,F,급성 중증 통증(8-10),BA,2
비뇨기과,L,소변 배출장애,F,급성 중등도 통증(4-7),BB,3
비뇨기과,L,소변 배출장애,F,만성 중증 통증(8-10),BC,3
비뇨기과,L,소변 배출장애,F,급성 경증 통증(<4),BD,4
비뇨기과,L,소변 배출장애,F,만성 중등도 통증(4-7),BE,4
비뇨기과,L,소변 배출장애,F,만성 경증,BF,4
비뇨기과,L,소변 배출장애,F,소변배출장애,CA,4
비뇨기과,L,요로감염 증상,G,중등도 호흡곤란,AA,2
비뇨기과,L,요로감염 증상,G,혈역학적 장애,AB,2
비뇨기과,L,요로감염 증상,G,의식변화(GCS 9-13),AC,2
비뇨기과,L,요로감염 증상,G,"열,면역억제 상태",AD,2
비뇨기과,L,요로감염 증상,G,"<3 개월, T<36℃ 또는  ≥38℃",AE,2
비뇨기과,L,요로감염 증상,G,"3-36 개월, T<32℃ 또는  ≥38℃, 그리고 아파보임",AF,2
비뇨기과,L,요로감염 증상,G,경증 호흡곤란,AG,3
비뇨기과,L,요로감염 증상,G,정상 범위 밖의 활력징후,AH,3
비뇨기과,L,요로감염 증상,G,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AI,3
비뇨기과,L,요로감염 증상,G,">36 개월, T≥38℃, 그리고  아파 보임",AJ,3
비뇨기과,L,요로감염 증상,G,">36 개월, T≥38℃, 그리고  건강해 보임",AK,4
비뇨기과,L,요로감염 증상,G,급성 중증 통증(8-10),BA,2
비뇨기과,L,요로감염 증상,G,급성 중등도 통증(4-7),BB,3
비뇨기과,L,요로감염 증상,G,만성 중증 통증(8-10),BC,3
비뇨기과,L,요로감염 증상,G,급성 경증 통증(<4),BD,4
비뇨기과,L,요로감염 증상,G,만성 중등도 통증(4-7),BE,4
비뇨기과,L,요로감염 증상,G,만성 경증 통증(<4),BF,5
비뇨기과,L,요로감염 증상,G,"만성, 경증 요로감염 증상호소/증상",CA,5
비뇨기과,L,핍뇨증,H,중증 호흡곤란,AA,1
비뇨기과,L,핍뇨증,H,쇼크,AB,1
비뇨기과,L,핍뇨증,H,무의식(GCS 3-8),AC,1
비뇨기과,L,핍뇨증,H,중등도 호흡곤란,AD,2
비뇨기과,L,핍뇨증,H,혈역학적 장애,AE,2
비뇨기과,L,핍뇨증,H,의식변화(GCS 9-13),AF,2
비뇨기과,L,핍뇨증,H,"열,면역억제 상태",AG,2
비뇨기과,L,핍뇨증,H,"<3 개월, T<36℃ 또는  ≥38℃",AH,2
비뇨기과,L,핍뇨증,H,"3-36 개월, T<32℃ 또는  ≥38℃, 그리고 아파보임",AI,2
비뇨기과,L,핍뇨증,H,경증 호흡곤란,AJ,3
비뇨기과,L,핍뇨증,H,정상 범위 밖의 활력징후,AK,3
비뇨기과,L,핍뇨증,H,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AL,3
비뇨기과,L,핍뇨증,H,">36 개월, T≥38℃, 그리고  아파 보임",AM,3
비뇨기과,L,핍뇨증,H,">36 개월, T≥38℃, 그리고  건강해 보임",AN,4
비뇨기과,L,핍뇨증,H,급성 중증 통증(8-10),BA,2
비뇨기과,L,핍뇨증,H,급성 중등도 통증(4-7),BB,3
비뇨기과,L,핍뇨증,H,급성 경증 통증(<4),BC,4
비뇨기과,L,핍뇨증,H,핍뇨증,CA,4
비뇨기과,L,다뇨증,I,중증 호흡곤란,AA,1
비뇨기과,L,다뇨증,I,쇼크,AB,1
비뇨기과,L,다뇨증,I,무의식(GCS 3-8),AC,1
비뇨기과,L,다뇨증,I,중등도 호흡곤란,AD,2
비뇨기과,L,다뇨증,I,혈역학적 장애,AE,2
비뇨기과,L,다뇨증,I,의식변화(GCS 9-13),AF,2
비뇨기과,L,다뇨증,I,"열,면역억제 상태",AG,2
비뇨기과,L,다뇨증,I,"<3 개월, T<36℃ 또는  ≥38℃",AH,2
비뇨기과,L,다뇨증,I,"3-36 개월, T<32℃ 또는  ≥38℃, 그리고 아파보임",AI,2
비뇨기과,L,다뇨증,I,경증 호흡곤란,AJ,3
비뇨기과,L,다뇨증,I,정상 범위 밖의 활력징후,AK,3
비뇨기과,L,다뇨증,I,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AL,3
비뇨기과,L,다뇨증,I,">36 개월, T≥38℃, 그리고  아파 보임",AM,3
비뇨기과,L,다뇨증,I,">36 개월, T≥38℃, 그리고  건강해 보임",AN,4
비뇨기과,L,다뇨증,I,급성 중증 통증(8-10),BA,2
비뇨기과,L,다뇨증,I,급성 중등도 통증(4-7),BB,3
비뇨기과,L,다뇨증,I,급성 경증 통증(<4),BC,4
비뇨기과,L,다뇨증,I,다뇨증,CA,4
비뇨기과,L,생식기 외상,J,중증 호흡곤란,AA,1
비뇨기과,L,생식기 외상,J,쇼크,AB,1
비뇨기과,L,생식기 외상,J,무의식(GCS 3-8),AC,1
비뇨기과,L,생식기 외상,J,중등도 호흡곤란,AD,2
비뇨기과,L,생식기 외상,J,혈역학적 장애,AE,2
비뇨기과,L,생식기 외상,J,의식변화(GCS 9-13),AF,2
비뇨기과,L,생식기 외상,J,"열,면역억제 상태",AG,2
비뇨기과,L,생식기 외상,J,"<3 개월, T<36℃ 또는  ≥38℃",AH,2
비뇨기과,L,생식기 외상,J,"3-36 개월, T<32℃ 또는  ≥38℃, 그리고 아파보임",AI,2
비뇨기과,L,생식기 외상,J,경증 호흡곤란,AJ,3
비뇨기과,L,생식기 외상,J,정상 범위 밖의 활력징후,AK,3
비뇨기과,L,생식기 외상,J,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AL,3
비뇨기과,L,생식기 외상,J,">36 개월, T≥38℃, 그리고  아파 보임",AM,3
비뇨기과,L,생식기 외상,J,">36 개월, T≥38℃, 그리고  건강해 보임",AN,4
비뇨기과,L,생식기 외상,J,급성 중증 통증(8-10),BA,2
비뇨기과,L,생식기 외상,J,출혈성 질환(생명이나 사지에 위급한  출혈),BB,2
비뇨기과,L,생식기 외상,J,급성 중등도 통증(4-7),BC,3
비뇨기과,L,생식기 외상,J,만성 중증 통증(8-10),BD,3
비뇨기과,L,생식기 외상,J,출혈성 질환(중등도나 경증의 출혈),BE,3
비뇨기과,L,생식기 외상,J,급성 경증 통증(<4),BF,4
비뇨기과,L,생식기 외상,J,"성폭행, 안정되어 있음",CA,3
비뇨기과,L,생식기 외상,J,"생식기의 외상, 통증 없음",CB,5
정형외과,M,요통,A,중증 호흡곤란,AA,1
정형외과,M,요통,A,쇼크,AB,1
정형외과,M,요통,A,무의식(GCS 3-8),AC,1
정형외과,M,요통,A,중등도 호흡곤란,AD,2
정형외과,M,요통,A,혈역학적 장애,AE,2
정형외과,M,요통,A,의식변화(GCS 9-13),AF,2
정형외과,M,요통,A,"열,면역억제 상태",AG,2
정형외과,M,요통,A,"<3 개월, T<36℃ 또는  ≥38℃",AH,2
정형외과,M,요통,A,"3-36 개월, T<32℃ 또는  ≥38℃, 그리고 아파보임",AI,2
정형외과,M,요통,A,경증 호흡곤란,AJ,3
정형외과,M,요통,A,정상 범위 밖의 활력징후,AK,3
정형외과,M,요통,A,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AL,3
정형외과,M,요통,A,">36 개월, T≥38℃, 그리고  아파 보임",AM,3
정형외과,M,요통,A,">36 개월, T≥38℃, 그리고  건강해 보임",AN,4
정형외과,M,요통,A,급성 중증 통증(8-10),BA,2
정형외과,M,요통,A,급성 중등도 통증(4-7),BB,3
정형외과,M,요통,A,만성 중증 통증(8-10),BC,3
정형외과,M,요통,A,급성 경증 통증(<4),BD,4
정형외과,M,요통,A,만성 중등도 통증(4-7),BE,4
정형외과,M,요통,A,만성 경증 통증(<4),BF,5
정형외과,M,요통,A,신경학적 손상± 장과 방광의 문제,CA,2
정형외과,M,요통,A,요통,CB,5
정형외과,M,외상성 등/척추 손상,B,중증 호흡곤란,AA,1
정형외과,M,외상성 등/척추 손상,B,쇼크,AB,1
정형외과,M,외상성 등/척추 손상,B,무의식(GCS 3-8),AC,1
정형외과,M,외상성 등/척추 손상,B,중등도 호흡곤란,AD,2
정형외과,M,외상성 등/척추 손상,B,혈역학적 장애,AE,2
정형외과,M,외상성 등/척추 손상,B,의식변화(GCS 9-13),AF,2
정형외과,M,외상성 등/척추 손상,B,"열,면역억제 상태",AG,2
정형외과,M,외상성 등/척추 손상,B,"<3 개월, T<36℃ 또는  ≥38℃",AH,2
정형외과,M,외상성 등/척추 손상,B,"3-36 개월, T<32℃ 또는  ≥38℃, 그리고 아파보임",AI,2
정형외과,M,외상성 등/척추 손상,B,경증 호흡곤란,AJ,3
정형외과,M,외상성 등/척추 손상,B,정상 범위 밖의 활력징후,AK,3
정형외과,M,외상성 등/척추 손상,B,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AL,3
정형외과,M,외상성 등/척추 손상,B,">36 개월, T≥38℃, 그리고  아파 보임",AM,3
정형외과,M,외상성 등/척추 손상,B,">36 개월, T≥38℃, 그리고  건강해 보임",AN,4
정형외과,M,외상성 등/척추 손상,B,급성 중증 통증(8-10),BA,2
정형외과,M,외상성 등/척추 손상,B,출혈성 질환(생명이나 사지에 위급한  출혈),BB,2
정형외과,M,외상성 등/척추 손상,B,고위험성 사고기전,BC,2
정형외과,M,외상성 등/척추 손상,B,급성 중등도 통증(4-7),BD,3
정형외과,M,외상성 등/척추 손상,B,출혈성 질환(중등도나 경증의 출혈),BE,3
정형외과,M,외상성 등/척추 손상,B,급성 경증 통증(<4),BF,4
정형외과,M,외상성 등/척추 손상,B,신경학적 손상± 장과 방광의 문제,CA,2
정형외과,M,외상성 등/척추 손상,B,"외상성 등/척추 손상, 경증 중심성  통증",CB,4
정형외과,M,절단,C,중증 호흡곤란,AA,1
정형외과,M,절단,C,쇼크,AB,1
정형외과,M,절단,C,무의식(GCS 3-8),AC,1
정형외과,M,절단,C,중등도 호흡곤란,AD,2
정형외과,M,절단,C,혈역학적 장애,AE,2
정형외과,M,절단,C,의식변화(GCS 9-13),AF,2
정형외과,M,절단,C,"열,면역억제 상태",AG,2
정형외과,M,절단,C,"<3 개월, T<36℃ 또는  ≥38℃",AH,2
정형외과,M,절단,C,"3-36 개월, T<32℃ 또는  ≥38℃, 그리고 아파보임",AI,2
정형외과,M,절단,C,경증 호흡곤란,AJ,3
정형외과,M,절단,C,정상 범위 밖의 활력징후,AK,3
정형외과,M,절단,C,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AL,3
정형외과,M,절단,C,">36 개월, T≥38℃, 그리고  아파 보임",AM,3
정형외과,M,절단,C,급성 중증 통증(8-10),BA,2
정형외과,M,절단,C,출혈성 질환(생명이나 사지에 위급한  출혈),BB,2
정형외과,M,절단,C,고위험성 사고기전,BC,2
정형외과,M,절단,C,출혈성 질환(중등도나 경증의 출혈),BD,3
정형외과,M,절단,C,사지의 외상성 절단,CA,1
정형외과,M,절단,C,손가락의 외상성 절단,CB,2
정형외과,M,절단,C,절단,CC,3
정형외과,M,상지 통증,D,중증 호흡곤란,AA,1
정형외과,M,상지 통증,D,쇼크,AB,1
정형외과,M,상지 통증,D,무의식(GCS 3-8),AC,1
정형외과,M,상지 통증,D,중등도 호흡곤란,AD,2
정형외과,M,상지 통증,D,혈역학적 장애,AE,2
정형외과,M,상지 통증,D,의식변화(GCS 9-13),AF,2
정형외과,M,상지 통증,D,"열,면역억제 상태",AG,2
정형외과,M,상지 통증,D,"<3 개월, T<36℃ 또는  ≥38℃",AH,2
정형외과,M,상지 통증,D,"3-36 개월, T<32℃ 또는  ≥38℃, 그리고 아파보임",AI,2
정형외과,M,상지 통증,D,경증 호흡곤란,AJ,3
정형외과,M,상지 통증,D,정상 범위 밖의 활력징후,AK,3
정형외과,M,상지 통증,D,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AL,3
정형외과,M,상지 통증,D,">36 개월, T≥38℃, 그리고  아파 보임",AM,3
정형외과,M,상지 통증,D,">36 개월, T≥38℃, 그리고  건강해 보임",AN,4
정형외과,M,상지 통증,D,출혈성 질환(생명이나 사지에 위급한  출혈),BA,2
정형외과,M,상지 통증,D,급성 중증 통증(8-10),BB,2
정형외과,M,상지 통증,D,출혈성 질환(중등도나 경증의 출혈),BC,3
정형외과,M,상지 통증,D,급성 중등도 통증(4-7),BD,3
정형외과,M,상지 통증,D,만성 중증 통증(8-10),BE,3
정형외과,M,상지 통증,D,급성 경증 통증(<4),BF,4
정형외과,M,상지 통증,D,만성 중등도 통증(4-7),BG,4
정형외과,M,상지 통증,D,만성 경증 통증(<4),BH,5
정형외과,M,상지 통증,D,신경혈관장애,CA,2
정형외과,M,상지 통증,D,"석고붕대가 꽉 끼어 아프고, 신경혈관  장애를 동반함",CB,3
정형외과,M,상지 통증,D,"석고붕대가 꽉 끼어 아프지만, 신경혈관  장애는 없음",CC,4
정형외과,M,하지 통증,E,중증 호흡곤란,AA,1
정형외과,M,하지 통증,E,쇼크,AB,1
정형외과,M,하지 통증,E,무의식(GCS 3-8),AC,1
정형외과,M,하지 통증,E,중등도 호흡곤란,AD,2
정형외과,M,하지 통증,E,혈역학적 장애,AE,2
정형외과,M,하지 통증,E,의식변화(GCS 9-13),AF,2
정형외과,M,하지 통증,E,"열,면역억제 상태",AG,2
정형외과,M,하지 통증,E,"<3 개월, T<36℃ 또는  ≥38℃",AH,2
정형외과,M,하지 통증,E,"3-36 개월, T<32℃ 또는  ≥38℃, 그리고 아파보임",AI,2
정형외과,M,하지 통증,E,경증 호흡곤란,AJ,3
정형외과,M,하지 통증,E,정상 범위 밖의 활력징후,AK,3
정형외과,M,하지 통증,E,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AL,3
정형외과,M,하지 통증,E,">36 개월, T≥38℃, 그리고  아파 보임",AM,3
정형외과,M,하지 통증,E,">36 개월, T≥38℃, 그리고  건강해 보임",AN,4
정형외과,M,하지 통증,E,출혈성 질환(생명이나 사지에 위급한  출혈),BA,2
정형외과,M,하지 통증,E,급성 중증 통증(8-10),BB,2
정형외과,M,하지 통증,E,출혈성 질환(중등도나 경증의 출혈),BC,3
정형외과,M,하지 통증,E,급성 중등도 통증(4-7),BD,3
정형외과,M,하지 통증,E,만성 중증 통증(8-10),BE,3
정형외과,M,하지 통증,E,급성 경증 통증(<4),BF,4
정형외과,M,하지 통증,E,만성 중등도 통증(4-7),BG,4
정형외과,M,하지 통증,E,만성 경증 통증(<4),BH,5
정형외과,M,하지 통증,E,"석고붕대가 꽉 끼어 아프고, 신경혈관  장애를 동반함",CA,3
정형외과,M,하지 통증,E,"석고붕대가 꽉 끼어 아프지만, 신경혈관  장애는 없음",CB,4
정형외과,M,상지 손상,F,중증 호흡곤란,AA,1
정형외과,M,상지 손상,F,쇼크,AB,1
정형외과,M,상지 손상,F,무의식(GCS 3-8),AC,1
정형외과,M,상지 손상,F,중등도 호흡곤란,AD,2
정형외과,M,상지 손상,F,혈역학적 장애,AE,2
정형외과,M,상지 손상,F,의식변화(GCS 9-13),AF,2
정형외과,M,상지 손상,F,"열,면역억제 상태",AG,2
정형외과,M,상지 손상,F,"<3 개월, T<36℃ 또는  ≥38℃",AH,2
정형외과,M,상지 손상,F,"3-36 개월, T<32℃ 또는  ≥38℃, 그리고 아파보임",AI,2
정형외과,M,상지 손상,F,경증 호흡곤란,AJ,3
정형외과,M,상지 손상,F,정상 범위 밖의 활력징후,AK,3
정형외과,M,상지 손상,F,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AL,3
정형외과,M,상지 손상,F,">36 개월, T≥38℃, 그리고  아파 보임",AM,3
정형외과,M,상지 손상,F,">36 개월, T≥38℃, 그리고  건강해 보임",AN,4
정형외과,M,상지 손상,F,출혈성 질환(생명이나 사지에 위급한  출혈),BA,2
정형외과,M,상지 손상,F,급성 중증 통증(8-10),BB,2
정형외과,M,상지 손상,F,고위험성 사고기전,BC,2
정형외과,M,상지 손상,F,출혈성 질환(중등도나 경증의 출혈),BD,3
정형외과,M,상지 손상,F,급성 중등도 통증(4-7),BE,3
정형외과,M,상지 손상,F,만성 중증 통증(8-10),BF,3
정형외과,M,상지 손상,F,급성 경증 통증(<4),BG,4
정형외과,M,상지 손상,F,만성 중등도 통증(4-7),BH,4
정형외과,M,상지 손상,F,만성 경증 통증(<4),BI,5
정형외과,M,상지 손상,F,개방성 골절 또는 신경혈관 장애,CA,2
정형외과,M,상지 손상,F,명백한 변형,CB,3
정형외과,M,상지 손상,F,"석고붕대가 꽉 끼어 아프고, 신경혈관  장애를 동반함",CC,3
정형외과,M,상지 손상,F,"석고붕대가 꽉 끼어 아프지만, 신경혈관  장애는 없음",CD,4
정형외과,M,하지 손상,G,중증 호흡곤란,AA,1
정형외과,M,하지 손상,G,쇼크,AB,1
정형외과,M,하지 손상,G,무의식(GCS 3-8),AC,1
정형외과,M,하지 손상,G,중등도 호흡곤란,AD,2
정형외과,M,하지 손상,G,혈역학적 장애,AE,2
정형외과,M,하지 손상,G,의식변화(GCS 9-13),AF,2
정형외과,M,하지 손상,G,"열,면역억제 상태",AG,2
정형외과,M,하지 손상,G,"<3 개월, T<36℃ 또는  ≥38℃",AH,2
정형외과,M,하지 손상,G,"3-36 개월, T<32℃ 또는  ≥38℃, 그리고 아파보임",AI,2
정형외과,M,하지 손상,G,경증 호흡곤란,AJ,3
