2단계　,,3단계　,,4단계　,,등급
피부,P,상처 확인,H,">36 개월, T≥38℃, 그리고  건강해 보임",AE,4
피부,P,상처 확인,H,급성 중등도 통증(4-7),BA,3
피부,P,상처 확인,H,급성 경증 통증(<4),BB,4
피부,P,상처 확인,H,상처확인,CA,5
피부,P,스테이플/봉합사제거,I,경증 호흡곤란,AA,3
피부,P,스테이플/봉합사제거,I,정상 범위 밖의 활력징후,AB,3
피부,P,스테이플/봉합사제거,I,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AC,3
피부,P,스테이플/봉합사제거,I,">36 개월, T≥38℃, 그리고  아파 보임",AD,3
피부,P,스테이플/봉합사제거,I,">36 개월, T≥38℃, 그리고  건강해 보임",AE,4
피부,P,스테이플/봉합사제거,I,급성 중등도 통증(4-7),BA,3
피부,P,스테이플/봉합사제거,I,급성 경증 통증(<4),BB,4
피부,P,스테이플/봉합사제거,I,스테이플/봉합사제거,CA,5
피부,P,발진,J,중등도 호흡곤란,AA,2
피부,P,발진,J,혈역학적 장애,AB,2
피부,P,발진,J,의식변화(GCS 9-13),AC,2
피부,P,발진,J,"열,면역억제 상태",AD,2
피부,P,발진,J,"<3 개월, T<36℃ 또는  ≥38℃",AE,2
피부,P,발진,J,"3-36 개월, T<32℃ 또는  ≥38℃, 그리고 아파보임",AF,2
피부,P,발진,J,경증 호흡곤란,AG,3
피부,P,발진,J,정상 범위 밖의 활력징후,AH,3
피부,P,발진,J,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AI,3
피부,P,발진,J,">36 개월, T≥38℃, 그리고  아파 보임",AJ,3
피부,P,발진,J,">36 개월, T≥38℃, 그리고  건강해 보임",AK,4
피부,P,발진,J,급성 중증 통증(8-10),BA,2
피부,P,발진,J,급성 중등도 통증(4-7),BB,3
피부,P,발진,J,급성 경증 통증(<4),BC,4
피부,P,발진,J,"얼굴 연조직염, 안와주위부 포함",CA,2
피부,P,발진,J,"자반성 또는 점 발진, 아파보임",CB,2
피부,P,발진,J,국소성 연조직염,CC,4
피부,P,발진,J,국소성 발진,CD,5
피부,P,유방의 발적/압통,K,중등도 호흡곤란,AA,2
피부,P,유방의 발적/압통,K,혈역학적 장애,AB,2
피부,P,유방의 발적/압통,K,의식변화(GCS 9-13),AC,2
피부,P,유방의 발적/압통,K,"열,면역억제 상태",AD,2
피부,P,유방의 발적/압통,K,"<3 개월, T<36℃ 또는  ≥38℃",AE,2
피부,P,유방의 발적/압통,K,"3-36 개월, T<32℃ 또는  ≥38℃, 그리고 아파보임",AF,2
피부,P,유방의 발적/압통,K,경증 호흡곤란,AG,3
피부,P,유방의 발적/압통,K,정상 범위 밖의 활력징후,AH,3
피부,P,유방의 발적/압통,K,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AI,3
피부,P,유방의 발적/압통,K,">36 개월, T≥38℃, 그리고  아파 보임",AJ,3
피부,P,유방의 발적/압통,K,">36 개월, T≥38℃, 그리고  건강해 보임",AK,4
피부,P,유방의 발적/압통,K,급성 중증 통증(8-10),BA,2
피부,P,유방의 발적/압통,K,급성 중등도 통증(4-7),BB,3
피부,P,유방의 발적/압통,K,급성 경증 통증(<4),BC,4
피부,P,유방의 발적/압통,K,유방의 발적/압통,CA,5
피부,P,국소성 부종/발적,L,중증 호흡곤란,AA,1
피부,P,국소성 부종/발적,L,쇼크,AB,1
피부,P,국소성 부종/발적,L,무의식(GCS 3-8),AC,1
피부,P,국소성 부종/발적,L,중등도 호흡곤란,AD,2
피부,P,국소성 부종/발적,L,혈역학적 장애,AE,2
피부,P,국소성 부종/발적,L,의식변화(GCS 9-13),AF,2
피부,P,국소성 부종/발적,L,"열,면역억제 상태",AG,2
피부,P,국소성 부종/발적,L,"<3 개월, T<36℃ 또는  ≥38℃",AH,2
피부,P,국소성 부종/발적,L,"3-36 개월, T<32℃ 또는  ≥38℃, 그리고 아파보임",AI,2
피부,P,국소성 부종/발적,L,경증 호흡곤란,AJ,3
피부,P,국소성 부종/발적,L,정상 범위 밖의 활력징후,AK,3
피부,P,국소성 부종/발적,L,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AL,3
피부,P,국소성 부종/발적,L,">36 개월, T≥38℃, 그리고  아파 보임",AM,3
피부,P,국소성 부종/발적,L,">36 개월, T≥38℃, 그리고  건강해 보임",AN,4
피부,P,국소성 부종/발적,L,급성 중증 통증(8-10),BA,2
피부,P,국소성 부종/발적,L,급성 중등도 통증(4-7),BB,3
피부,P,국소성 부종/발적,L,급성 경증 통증(<4),BC,4
피부,P,국소성 부종/발적,L,"얼굴 연조직염, 특히, 안와주위",CA,2
피부,P,국소성 부종/발적,L,"자반성 또는 점 발진, 아파보임",CB,2
피부,P,국소성 부종/발적,L,국소성 연조직염,CC,4
피부,P,국소성 부종/발적,L,국소성 발진,CD,5
피부,P,"혹,돌기,굳은살",M,중등도 호흡곤란,AA,2
피부,P,"혹,돌기,굳은살",M,혈역학적 장애,AB,2
피부,P,"혹,돌기,굳은살",M,의식변화(GCS 9-13),AC,2
피부,P,"혹,돌기,굳은살",M,"열,면역억제 상태",AD,2
피부,P,"혹,돌기,굳은살",M,"<3 개월, T<36℃ 또는  ≥38℃",AE,2
피부,P,"혹,돌기,굳은살",M,"3-36 개월, T<32℃ 또는  ≥38℃, 그리고 아파보임",AF,2
피부,P,"혹,돌기,굳은살",M,경증 호흡곤란,AG,3
피부,P,"혹,돌기,굳은살",M,정상 범위 밖의 활력징후,AH,3
피부,P,"혹,돌기,굳은살",M,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AI,3
피부,P,"혹,돌기,굳은살",M,">36 개월, T≥38℃, 그리고  아파 보임",AJ,3
피부,P,"혹,돌기,굳은살",M,">36 개월, T≥38℃, 그리고  건강해 보임",AK,4
피부,P,"혹,돌기,굳은살",M,급성 중증 통증(8-10),BA,2
피부,P,"혹,돌기,굳은살",M,급성 중등도 통증(4-7),BB,3
피부,P,"혹,돌기,굳은살",M,급성 경증 통증(<4),BC,4
피부,P,"혹,돌기,굳은살",M,"혹,돌기,굳은살",CA,5
피부,P,감염 가능성 확인,N,급성 중등도 통증(4-7),BA,3
피부,P,감염 가능성 확인,N,급성 경증 통증(<4),BB,4
피부,P,감염 가능성 확인,N,감염 가능성 확인,CA,5
피부,P,청색증,O,중증 호흡곤란,AA,1
피부,P,청색증,O,쇼크,AB,1
피부,P,청색증,O,무의식(GCS 3-8),AC,1
피부,P,청색증,O,중등도 호흡곤란,AD,2
피부,P,청색증,O,혈역학적 장애,AE,2
피부,P,청색증,O,의식변화(GCS 9-13),AF,2
피부,P,청색증,O,"열,면역억제 상태",AG,2
피부,P,청색증,O,"<3 개월, T<36℃ 또는  ≥38℃",AH,2
피부,P,청색증,O,"3-36 개월, T<32℃ 또는  ≥38℃, 그리고 아파보임",AI,2
피부,P,청색증,O,경증 호흡곤란,AJ,3
피부,P,청색증,O,정상 범위 밖의 활력징후,AK,3
피부,P,청색증,O,"3-36개월, T32-35℃ 또는  38℃ 그리고 건강해 보임",AL,3
피부,P,청색증,O,">36 개월, T≥38℃, 그리고  아파 보임",AM,3
피부,P,청색증,O,청색증,CA,3
피부,P,외상없이 저절로 멍듦,P,중증 호흡곤란,AA,1
피부,P,외상없이 저절로 멍듦,P,쇼크,AB,1
피부,P,외상없이 저절로 멍듦,P,무의식(GCS 3-8),AC,1
피부,P,외상없이 저절로 멍듦,P,중등도 호흡곤란,AD,2
피부,P,외상없이 저절로 멍듦,P,혈역학적 장애,AE,2
피부,P,외상없이 저절로 멍듦,P,의식변화(GCS 9-13),AF,2
피부,P,외상없이 저절로 멍듦,P,"열,면역억제 상태",AG,2
피부,P,외상없이 저절로 멍듦,P,"<3 개월, T<36℃ 또는  ≥38℃",AH,2
피부,P,외상없이 저절로 멍듦,P,"3-36 개월, T<32℃ 또는  ≥38℃, 그리고 아파보임",AI,2
피부,P,외상없이 저절로 멍듦,P,경증 호흡곤란,AJ,3
피부,P,외상없이 저절로 멍듦,P,정상 범위 밖의 활력징후,AK,3
피부,P,외상없이 저절로 멍듦,P,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AL,3
피부,P,외상없이 저절로 멍듦,P,">36 개월, T≥38℃, 그리고  아파 보임",AM,3
피부,P,외상없이 저절로 멍듦,P,출혈성 질환(생명이나 사지에 위급한  출혈),BA,2
피부,P,외상없이 저절로 멍듦,P,출혈성 질환(중등도나 경증의 출혈),BB,3
피부,P,외상없이 저절로 멍듦,P,외상없이 저절로 멍듦,CA,3
피부,P,소양증,Q,급성 중등도 통증(4-7),BA,3
피부,P,소양증,Q,급성 경증 통증(<4),BB,4
피부,P,소양증,Q,소양증,CA,5
피부,P,기타피부상태,R,경증 호흡곤란,AA,3
피부,P,기타피부상태,R,정상 범위 밖의 활력징후,AB,3
피부,P,기타피부상태,R,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AC,3
피부,P,기타피부상태,R,">36 개월, T≥38℃, 그리고  아파 보임",AD,3
피부,P,기타피부상태,R,">36 개월, T≥38℃, 그리고  건강해 보임",AE,4
피부,P,기타피부상태,R,급성 중등도 통증(4-7),BA,3
피부,P,기타피부상태,R,급성 경증 통증(<4),BB,4
피부,P,기타피부상태,R,기타피부상태,CA,5
일반,Q,전염성 질환에 노출,A,전염성 질환에 노출,CA,5
일반,Q,열,B,중증 호흡곤란,AA,1
일반,Q,열,B,쇼크,AB,1
일반,Q,열,B,무의식(GCS 3-8),AC,1
일반,Q,열,B,중등도 호흡곤란,AD,2
일반,Q,열,B,혈역학적 장애,AE,2
일반,Q,열,B,의식변화(GCS 9-13),AF,2
일반,Q,열,B,"열,면역억제 상태",AG,2
일반,Q,열,B,"<3 개월, T<36℃ 또는  ≥38℃",AH,2
일반,Q,열,B,"3-36 개월, T<32℃ 또는  ≥38℃, 그리고 아파보임",AI,2
일반,Q,열,B,경증 호흡곤란,AJ,3
일반,Q,열,B,정상 범위 밖의 활력징후,AK,3
일반,Q,열,B,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AL,3
일반,Q,열,B,">36 개월, T≥38℃, 그리고  아파 보임",AM,3
일반,Q,열,B,">36 개월, T≥38℃, 그리고  건강해 보임",AN,4
일반,Q,열,B,점 발진,CA,2
일반,Q,열,B,열,CB,4
일반,Q,고혈당,C,중증 호흡곤란,AA,1
일반,Q,고혈당,C,쇼크,AB,1
일반,Q,고혈당,C,무의식(GCS 3-8),AC,1
일반,Q,고혈당,C,중등도 호흡곤란,AD,2
일반,Q,고혈당,C,혈역학적 장애,AE,2
일반,Q,고혈당,C,의식변화(GCS 9-13),AF,2
일반,Q,고혈당,C,"열,면역억제 상태",AG,2
일반,Q,고혈당,C,"<3 개월, T<36℃ 또는  ≥38℃",AH,2
일반,Q,고혈당,C,"3-36 개월, T<32℃ 또는  ≥38℃, 그리고 아파보임",AI,2
일반,Q,고혈당,C,경증 호흡곤란,AJ,3
일반,Q,고혈당,C,정상 범위 밖의 활력징후,AK,3
일반,Q,고혈당,C,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AL,3
일반,Q,고혈당,C,">36 개월, T≥38℃, 그리고  아파 보임",AM,3
일반,Q,고혈당,C,">324mg/dl, 증상 있음,  호흡곤란,탈수,쇠약",CA,2
일반,Q,고혈당,C,">324mg/dl, 무증상",CB,3
일반,Q,저혈당,D,중증 호흡곤란,AA,1
일반,Q,저혈당,D,쇼크,AB,1
일반,Q,저혈당,D,무의식(GCS 3-8),AC,1
일반,Q,저혈당,D,중등도 호흡곤란,AD,2
일반,Q,저혈당,D,혈역학적 장애,AE,2
일반,Q,저혈당,D,의식변화(GCS 9-13),AF,2
일반,Q,저혈당,D,"열,면역억제 상태",AG,2
일반,Q,저혈당,D,"<3 개월, T<36℃ 또는  ≥38℃",AH,2
일반,Q,저혈당,D,"3-36 개월, T<32℃ 또는  ≥38℃, 그리고 아파보임",AI,2
일반,Q,저혈당,D,경증 호흡곤란,AJ,3
일반,Q,저혈당,D,정상 범위 밖의 활력징후,AK,3
일반,Q,저혈당,D,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AL,3
일반,Q,저혈당,D,">36 개월, T≥38℃, 그리고  아파 보임",AM,3
일반,Q,저혈당,D,"<54mg/dl 증상 있음,  의식혼미, 식은땀, 행동변화, 발작 ,1살 미만 영아",CA,2
일반,Q,저혈당,D,<54mg/dl 무증상,CB,3
일반,Q,전문 진료를 위해서 의뢰된 환자,E,중증 호흡곤란,AA,1
일반,Q,전문 진료를 위해서 의뢰된 환자,E,쇼크,AB,1
일반,Q,전문 진료를 위해서 의뢰된 환자,E,무의식(GCS 3-8),AC,1
일반,Q,전문 진료를 위해서 의뢰된 환자,E,중등도 호흡곤란,AD,2
일반,Q,전문 진료를 위해서 의뢰된 환자,E,혈역학적 장애,AE,2
일반,Q,전문 진료를 위해서 의뢰된 환자,E,의식변화(GCS 9-13),AF,2
일반,Q,전문 진료를 위해서 의뢰된 환자,E,"열,면역억제 상태",AG,2
일반,Q,전문 진료를 위해서 의뢰된 환자,E,"<3 개월, T<36℃ 또는  ≥38℃",AH,2
일반,Q,전문 진료를 위해서 의뢰된 환자,E,"3-36 개월, T<32℃ 또는  ≥38℃, 그리고 아파보임",AI,2
일반,Q,전문 진료를 위해서 의뢰된 환자,E,경증 호흡곤란,AJ,3
일반,Q,전문 진료를 위해서 의뢰된 환자,E,정상 범위 밖의 활력징후,AK,3
일반,Q,전문 진료를 위해서 의뢰된 환자,E,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AL,3
일반,Q,전문 진료를 위해서 의뢰된 환자,E,">36 개월, T≥38℃, 그리고  아파 보임",AM,3
일반,Q,전문 진료를 위해서 의뢰된 환자,E,">36 개월, T≥38℃, 그리고  건강해 보임",AN,4
일반,Q,전문 진료를 위해서 의뢰된 환자,E,급성 중증 통증(8-10),BA,2
일반,Q,전문 진료를 위해서 의뢰된 환자,E,급성 중등도 통증(4-7),BB,3
일반,Q,전문 진료를 위해서 의뢰된 환자,E,만성 중증 통증(8-10),BC,3
일반,Q,전문 진료를 위해서 의뢰된 환자,E,급성 경증 통증(<4),BD,4
일반,Q,전문 진료를 위해서 의뢰된 환자,E,만성 중등도 통증(4-7),BE,4
일반,Q,전문 진료를 위해서 의뢰된 환자,E,만성 경증 통증(<4),BF,5
일반,Q,전문 진료를 위해서 의뢰된 환자,E,전문진료를위해서의뢰된환자 ,CA,5
일반,Q,드레싱교체,F,경증 호흡곤란,AA,3
일반,Q,드레싱교체,F,정상 범위 밖의 활력징후,AB,3
일반,Q,드레싱교체,F,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AC,3
일반,Q,드레싱교체,F,">36 개월, T≥38℃, 그리고  아파 보임",AD,3
일반,Q,드레싱교체,F,">36 개월, T≥38℃, 그리고  건강해 보임",AE,4
일반,Q,드레싱교체,F,급성 중등도 통증(4-7),BA,3
일반,Q,드레싱교체,F,급성 경증 통증(<4),BB,4
일반,Q,드레싱교체,F,드레싱교체,CA,5
일반,Q,영상학적 검사,G,영상학적 검사,CA,5
일반,Q,의료장비문제,H,중증 호흡곤란,AA,1
일반,Q,의료장비문제,H,쇼크,AB,1
일반,Q,의료장비문제,H,무의식(GCS 3-8),AC,1
일반,Q,의료장비문제,H,중등도 호흡곤란,AD,2
일반,Q,의료장비문제,H,혈역학적 장애,AE,2
일반,Q,의료장비문제,H,의식변화(GCS 9-13),AF,2
일반,Q,의료장비문제,H,"열,면역억제 상태",AG,2
일반,Q,의료장비문제,H,"<3 개월, T<36℃ 또는  ≥38℃",AH,2
일반,Q,의료장비문제,H,"3-36 개월, T<32℃ 또는  ≥38℃, 그리고 아파보임",AI,2
일반,Q,의료장비문제,H,경증 호흡곤란,AJ,3
일반,Q,의료장비문제,H,정상 범위 밖의 활력징후,AK,3
일반,Q,의료장비문제,H,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AL,3
일반,Q,의료장비문제,H,">36 개월, T≥38℃, 그리고  아파 보임",AM,3
일반,Q,의료장비문제,H,">36 개월, T≥38℃, 그리고  건강해 보임",AN,4
일반,Q,의료장비문제,H,급성 중증 통증(8-10),BA,2
일반,Q,의료장비문제,H,급성 중등도 통증(4-7),BB,3
일반,Q,의료장비문제,H,급성 경증 통증(<4),BC,4
일반,Q,의료장비문제,H,의료장비문제 `증상없음` 또는  `불편함이 없음`,CA,4
일반,Q,처방전/투약문의,I,처방전/투약문의,CA,5
일반,Q,반지제거,J,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AA,3
일반,Q,반지제거,J,">36 개월, T≥38℃, 그리고  아파 보임",AB,3
일반,Q,반지제거,J,">36 개월, T≥38℃, 그리고  건강해 보임",AC,4
일반,Q,반지제거,J,급성 중증 통증(8-10),BA,2
일반,Q,반지제거,J,급성 중등도 통증(4-7),BB,3
일반,Q,반지제거,J,급성 경증 통증(<4),BC,4
일반,Q,반지제거,J,신경혈관장애,CA,2
일반,Q,반지제거,J,반지제거,CB,4
일반,Q,비정상 검사수치,K,중증 호흡곤란,AA,1
일반,Q,비정상 검사수치,K,쇼크,AB,1
일반,Q,비정상 검사수치,K,무의식(GCS 3-8),AC,1
일반,Q,비정상 검사수치,K,중등도 호흡곤란,AD,2
일반,Q,비정상 검사수치,K,혈역학적 장애,AE,2
일반,Q,비정상 검사수치,K,의식변화(GCS 9-13),AF,2
일반,Q,비정상 검사수치,K,"열,면역억제 상태",AG,2
일반,Q,비정상 검사수치,K,"<3 개월, T<36℃ 또는  ≥38℃",AH,2
일반,Q,비정상 검사수치,K,"3-36 개월, T<32℃ 또는  ≥38℃, 그리고 아파보임",AI,2
일반,Q,비정상 검사수치,K,경증 호흡곤란,AJ,3
일반,Q,비정상 검사수치,K,정상 범위 밖의 활력징후,AK,3
일반,Q,비정상 검사수치,K,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AL,3
일반,Q,비정상 검사수치,K,">36 개월, T≥38℃, 그리고  아파 보임",AM,3
일반,Q,비정상 검사수치,K,">36 개월, T≥38℃, 그리고  건강해 보임",AN,4
일반,Q,비정상 검사수치,K,출혈성 질환(생명이나 사지에 위급한  출혈),BA,2
일반,Q,비정상 검사수치,K,출혈성 질환(중등도나 경증의 출혈),BB,3
일반,Q,비정상 검사수치,K,"정상 활력징후, 위험  수치(critical value)",CA,3
일반,Q,비정상 검사수치,K,"정상 활력징후, 위험하지 않은 검사치",CB,5
일반,Q,창백함/빈혈,L,중증 호흡곤란,AA,1
일반,Q,창백함/빈혈,L,쇼크,AB,1
일반,Q,창백함/빈혈,L,무의식(GCS 3-8),AC,1
일반,Q,창백함/빈혈,L,중등도 호흡곤란,AD,2
일반,Q,창백함/빈혈,L,혈역학적 장애,AE,2
일반,Q,창백함/빈혈,L,의식변화(GCS 9-13),AF,2
일반,Q,창백함/빈혈,L,"열,면역억제 상태",AG,2
일반,Q,창백함/빈혈,L,"<3 개월, T<36℃ 또는  ≥38℃",AH,2
일반,Q,창백함/빈혈,L,"3-36 개월, T<32℃ 또는  ≥38℃, 그리고 아파보임",AI,2
일반,Q,창백함/빈혈,L,경증 호흡곤란,AJ,3
일반,Q,창백함/빈혈,L,정상 범위 밖의 활력징후,AK,3
일반,Q,창백함/빈혈,L,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AL,3
일반,Q,창백함/빈혈,L,">36 개월, T≥38℃, 그리고  아파 보임",AM,3
일반,Q,창백함/빈혈,L,">36 개월, T≥38℃, 그리고  건강해 보임",AN,4
일반,Q,창백함/빈혈,L,출혈성 질환(생명이나 사지에 위급한  출혈),BA,2
일반,Q,창백함/빈혈,L,출혈성 질환(중등도나 경증의 출혈),BB,3
일반,Q,창백함/빈혈,L,창백함/빈혈,CA,4
일반,Q,수술 후 합병증,M,중등도 호흡곤란,AA,2
일반,Q,수술 후 합병증,M,혈역학적 장애,AB,2
일반,Q,수술 후 합병증,M,의식변화(GCS 9-13),AC,2
일반,Q,수술 후 합병증,M,"열,면역억제 상태",AD,2
일반,Q,수술 후 합병증,M,"<3 개월, T<36℃ 또는  ≥38℃",AE,2
일반,Q,수술 후 합병증,M,"3-36 개월, T<32℃ 또는  ≥38℃, 그리고 아파보임",AF,2
일반,Q,수술 후 합병증,M,경증 호흡곤란,AG,3
일반,Q,수술 후 합병증,M,정상 범위 밖의 활력징후,AH,3
일반,Q,수술 후 합병증,M,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AI,3
일반,Q,수술 후 합병증,M,">36 개월, T≥38℃, 그리고  아파 보임",AJ,3
일반,Q,수술 후 합병증,M,">36 개월, T≥38℃, 그리고  건강해 보임",AK,4
일반,Q,수술 후 합병증,M,급성 중증 통증(8-10),BA,2
일반,Q,수술 후 합병증,M,출혈성 질환(생명이나 사지에 위급한  출혈),BB,2
일반,Q,수술 후 합병증,M,급성 중등도 통증(4-7),BC,3
일반,Q,수술 후 합병증,M,출혈성 질환(중등도나 경증의 출혈),BD,3
일반,Q,수술 후 합병증,M,급성 경증 통증(<4),BE,4
일반,Q,수술 후 합병증,M,"정상 활력징후, 통증없음, 정기적인  체크",CA,4
일반,Q,영아의 달랠 수 없는 울음,N,중증 호흡곤란,AA,1
일반,Q,영아의 달랠 수 없는 울음,N,쇼크,AB,1
일반,Q,영아의 달랠 수 없는 울음,N,무의식(GCS 3-8),AC,1
일반,Q,영아의 달랠 수 없는 울음,N,중등도 호흡곤란,AD,2
일반,Q,영아의 달랠 수 없는 울음,N,혈역학적 장애,AE,2
일반,Q,영아의 달랠 수 없는 울음,N,의식변화(GCS 9-13),AF,2
일반,Q,영아의 달랠 수 없는 울음,N,"열,면역억제 상태",AG,2
일반,Q,영아의 달랠 수 없는 울음,N,"<3 개월, T<36℃ 또는  ≥38℃",AH,2
일반,Q,영아의 달랠 수 없는 울음,N,"3-36 개월, T<32℃ 또는  ≥38℃, 그리고 아파보임",AI,2
일반,Q,영아의 달랠 수 없는 울음,N,경증 호흡곤란,AJ,3
일반,Q,영아의 달랠 수 없는 울음,N,정상 범위 밖의 활력징후,AK,3
일반,Q,영아의 달랠 수 없는 울음,N,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AL,3
일반,Q,영아의 달랠 수 없는 울음,N,">36 개월, T≥38℃, 그리고  아파 보임",AM,3
일반,Q,영아의 달랠 수 없는 울음,N,">36 개월, T≥38℃, 그리고  건강해 보임",AN,4
일반,Q,영아의 달랠 수 없는 울음,N,달랠 수 없는 영아 - 비정상 활력징후,CA,2
일반,Q,영아의 달랠 수 없는 울음,N,달랠 수 없는 영아 - 활력징후는  안정적임,CB,3
일반,Q,영아의 달랠 수 없는 울음,N,보채지만 달랠 수 있는 영아,CC,4
일반,Q,소아의 선천적 문제,O,중증 호흡곤란,AA,1
일반,Q,소아의 선천적 문제,O,쇼크,AB,1
일반,Q,소아의 선천적 문제,O,무의식(GCS 3-8),AC,1
일반,Q,소아의 선천적 문제,O,중등도 호흡곤란,AD,2
일반,Q,소아의 선천적 문제,O,혈역학적 장애,AE,2
일반,Q,소아의 선천적 문제,O,의식변화(GCS 9-13),AF,2
일반,Q,소아의 선천적 문제,O,"열,면역억제 상태",AG,2
일반,Q,소아의 선천적 문제,O,"<3 개월, T<36℃ 또는  ≥38℃",AH,2
일반,Q,소아의 선천적 문제,O,"3-36 개월, T<32℃ 또는  ≥38℃, 그리고 아파보임",AI,2
일반,Q,소아의 선천적 문제,O,경증 호흡곤란,AJ,3
일반,Q,소아의 선천적 문제,O,정상 범위 밖의 활력징후,AK,3
일반,Q,소아의 선천적 문제,O,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AL,3
일반,Q,소아의 선천적 문제,O,">36 개월, T≥38℃, 그리고  아파 보임",AM,3
일반,Q,소아의 선천적 문제,O,">36 개월, T≥38℃, 그리고  건강해 보임",AN,4
일반,Q,소아의 선천적 문제,O,출혈성 질환(생명이나 사지에 위급한  출혈),BA,2
일반,Q,소아의 선천적 문제,O,출혈성 질환(중등도나 경증의 출혈),BB,3
일반,Q,소아의 선천적 문제,O,빠른악화 가능성 또는 즉시 치료의  필요성이 있는 상태이거나 확인할 수 있는 프로토콜이 필요한 상황일 때,CA,2
일반,Q,소아의 선천적 문제,O,"유전 대사 질환으로 인한 구토/설사,  1형 당뇨병 또는 부신 기능 부전증",CB,2
일반,Q,소아의 선천적 문제,O,치료에 필요한지 보호자가 확인하고 싶은  경우,CC,3
일반,Q,소아의 선천적 문제,O,잠재적인 문제가 있는 선천적 질환을  가진 안정적인 상태의 소아,CD,4
일반,Q,경증 호소,P,중등도 호흡곤란,AA,2
일반,Q,경증 호소,P,혈역학적 장애,AB,2
일반,Q,경증 호소,P,의식변화(GCS 9-13),AC,2
일반,Q,경증 호소,P,"열,면역억제 상태",AD,2
일반,Q,경증 호소,P,"<3 개월, T<36℃ 또는  ≥38℃",AE,2
일반,Q,경증 호소,P,"3-36 개월, T<32℃ 또는  ≥38℃, 그리고 아파보임",AF,2
일반,Q,경증 호소,P,경증 호흡곤란,AG,3
일반,Q,경증 호소,P,정상 범위 밖의 활력징후,AH,3
일반,Q,경증 호소,P,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AI,3
일반,Q,경증 호소,P,">36 개월, T≥38℃, 그리고  아파 보임",AJ,3
일반,Q,경증 호소,P,">36 개월, T≥38℃, 그리고  건강해 보임",AK,4
일반,Q,경증 호소,P,급성 중증 통증(8-10),BA,2
일반,Q,경증 호소,P,급성 중등도 통증(4-7),BB,3
일반,Q,경증 호소,P,만성 중증 통증(8-10),BC,3
일반,Q,경증 호소,P,급성 경증 통증(<4),BD,4
일반,Q,경증 호소,P,만성 중등도 통증(4-7),BE,4
일반,Q,경증 호소,P,만성 경증 통증(<4),BF,5
일반,Q,경증 호소,P,"경증 증상호소, 비특이적",CA,5
일반,Q,3개월 미만의 영아,Q,중증 호흡곤란,AA,1
일반,Q,3개월 미만의 영아,Q,쇼크,AB,1
일반,Q,3개월 미만의 영아,Q,무의식(GCS 3-8),AC,1
일반,Q,3개월 미만의 영아,Q,신생아,CA,2
